id,firstname,lastname,company_name,created_by,created_at,updated_at,updated_by,credentials_id,email,job_title_id,job_title_others,phone_number,gender,entrepreneurship,corporate_number,company_registration_type_id,company_registration_type_others,industry_group_id,member_state,accept_subscribe,industry_group_others,email_bk,is_invitation,is_pass_elearning_final_exam,is_pass_advanced_final_exam,login_via,update_profile_at,user_ref,line_id,job_title_group
88901871,Ton,WWE,tonsibsam,,2024-01-23 09:44:10,2024-01-23 10:41:42,NULL,1978,d895f3053dd9fdbd014d5d995c96570271678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 09:44:10,NULL,,เจ้าของกิจการ
88901872,fdfdsf,fdsfdsf,trtrtret,,2024-01-23 09:50:32,NULL,NULL,1979,78b12c4d4c89d9c60f1db3e1e10b0b5bdce05ce4b19893348d7abfff97b03f8f,2,NULL,,male,SME,,2,NULL,2,MEMBER,1,NULL,,0,0,0,NULL,2024-01-23 09:50:32,NULL,,พนักงานบริษัท
88901873,เทสเทสเทเส,เทสเทสเทสเทเส,hhh,,2024-01-23 09:52:20,NULL,NULL,1980,78b12c4d4c89d9c60f1db3e1e10b0b5bdda840c871249d4b955b666eb1acb9a9,6,tyryery,,male,SME,,1,NULL,3,MEMBER,1,NULL,,0,0,0,NULL,2024-01-23 09:52:20,NULL,,พนักงานบริษัท
88901874,pornpavit,one hundred twenty five,pornpavit one hundred twenty five,,2024-01-23 11:15:45,2024-02-21 17:45:18,NULL,1981,bf52dfa4c9acd6eba37f9861fe6766866ac4782832dd763f97198f8431a15c78,NULL,NULL,0899999999,male,SME,1234567890123,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 11:15:45,NULL,TEST_LineID,เจ้าของกิจการ
88901875,Oreo,Milk,โอริโอ คอมปะนี,,2024-01-23 11:16:39,2024-04-26 09:59:23,NULL,1982,6e64d4f9ce4ad5e644704f2250500473dda840c871249d4b955b666eb1acb9a9,NULL,NULL,0898989999,prefer_not_to_say,SME,8889998889998,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 11:16:39,NULL,ccccc,เจ้าของกิจการ
88901876,ต้น,ครับ,ต้นสิบหก,,2024-01-23 11:29:01,2024-01-23 11:30:08,NULL,1983,bc6dedef4518654bed373f1067689ec471678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 11:29:01,NULL,,เจ้าของกิจการ
88901877,nana,twelve,นานะ สิบสอง,,2024-01-23 11:38:17,2024-01-23 13:16:44,NULL,1984,f5394a18e227eb1b292e45379dd07d8f6ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,1234567890000,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 11:38:17,NULL,,เจ้าของกิจการ
88901878,jkhfd,ljgsdlfj,gfgfdg,,2024-01-23 12:55:13,NULL,NULL,1985,3452aa9ffbcdb62f894ce52caeea1baf6151c5e7d39ee82a6d719965a9032e6c,1,NULL,,male,SME,,2,NULL,2,MEMBER,1,NULL,,0,0,0,NULL,2024-01-23 12:55:13,NULL,,พนักงานบริษัท
88901879,ถถถถถ,ถถถถถถ,fdgdfgd,,2024-01-23 12:56:56,2024-01-23 12:57:32,NULL,1986,925333c01261d40b8c53d24fe4367c8ddda840c871249d4b955b666eb1acb9a9,NULL,NULL,,male,SME,,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 12:56:56,NULL,,เจ้าของกิจการ
88901880,Builder,Odds,comp,,2024-01-23 13:04:42,2024-01-23 13:05:53,NULL,1987,a0f9e863d2d21661cf0bc498c2de8f44dda840c871249d4b955b666eb1acb9a9,NULL,NULL,1231231203,male,SME,,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 13:04:42,NULL,,เจ้าของกิจการ
88901881,jukrin,tttt,jukrin,,2024-01-23 13:28:29,2024-05-03 04:10:35,jukrin+1@odds.team,1988,6397212f3c35f1f35092c3f499a96b67ca9322bb67295e41bddf11ee10ec9702,NULL,NULL,,female,SME,1234567890123,1,NULL,7,MEMBER,1,NULL,,0,0,0,SME,2024-02-09 10:33:20,NULL,,เจ้าของกิจการ
88901882,tae,jfitni,Home,,2024-01-23 13:34:04,2024-01-23 13:34:25,NULL,1989,8a628d48da8fe4150f78d03ca95455d070c8386697e85e54be8bc63787f3184d,NULL,NULL,1234567890,male,SME,1234567890123,1,NULL,5,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 13:34:04,NULL,,เจ้าของกิจการ
88901883,ต้นปอมาเยือน,อิอิ้,กำจัด จำกัด,,2024-01-23 13:39:33,2024-05-02 07:27:40,NULL,1990,65bf2733ff1f0107c4fc22c9b8702df86ac4782832dd763f97198f8431a15c78,5,NULL,0623922685,female,SME,1111111111091,1,NULL,9,MEMBER,1,รับจ้างวานฆ่า,,0,0,0,SME,2024-01-23 13:39:33,NULL,bababobo1609,พนักงานบริษัท
88901884,Nuchcha,Boonyato,Happy Farm,,2024-01-23 13:39:50,2024-04-25 03:50:14,NULL,1991,bf1671f38197486763c89925192dbc38afc01aa14338c1c078d80564e3061dfd,NULL,NULL,0910261750,prefer_not_to_say,SME,1212312121121,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 13:39:50,NULL,Pulseeiei,เจ้าของกิจการ
88901885,aegfaweg,faefa,faefae,,2024-01-23 13:51:04,2024-01-23 13:51:41,NULL,1992,10fdc2aa87e685da64cf80a1b891bd25880a44e8902cb6ca16f7cd6abbc3b53d,NULL,NULL,7283647916,male,SME,1234567890123,1,NULL,4,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 13:51:04,NULL,,เจ้าของกิจการ
88901886,gwe,afweewa,faewf,,2024-01-23 15:54:16,2024-01-23 15:55:21,NULL,1993,c1e9ae418ebb123b78ab56e295d81db639a6b32f0f076c6d64e7f5fa71b5e1cf,NULL,NULL,,male,SME,,1,NULL,4,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 15:54:16,NULL,,เจ้าของกิจการ
88901887,avwega,aergaergar,fawef,,2024-01-23 16:01:06,2024-01-23 16:01:22,NULL,1994,bd669bb1965453523642d8af924243295d4a5e7d5880ed15c45245bf7fa13759,NULL,NULL,,male,SME,,2,NULL,5,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 16:01:06,NULL,,เจ้าของกิจการ
88901888,pornpavit,plus one hundred twenty seven,pornpavit plus one hundred twenty seven,,2024-01-23 16:04:52,2024-01-26 14:04:57,NULL,1995,3479c00850f682a5f5679ff5560af4736ac4782832dd763f97198f8431a15c78,NULL,NULL,0888888888,male,SME,1234567890123,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 16:04:52,NULL,LineID,เจ้าของกิจการ
88901889,frefdf,fdfsgsdfg,ffgfdg,,2024-01-23 16:20:52,2024-01-23 16:21:12,NULL,1996,c5b774bf67883cce2db9d15b017e3be971678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 16:20:52,NULL,,เจ้าของกิจการ
88901890,soda,thirty two,soda thirty two,,2024-01-23 16:24:42,2024-01-23 16:28:40,NULL,1997,132ee04265f5e6b16a6ed4a78f323e096151c5e7d39ee82a6d719965a9032e6c,NULL,NULL,0000000000,male,SME,1111111111111,1,NULL,4,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 16:24:42,NULL,a,เจ้าของกิจการ
88901891,เจโรม,บวกแปด,เจโรมบวกแปด,,2024-01-23 16:27:24,2024-01-23 16:28:47,NULL,1998,d98127417829600cf260b5e8903b433ea2c29a647e4f590c0e6b44bba2e749ec,NULL,NULL,0000000000,male,SME,1231231231231,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 16:27:24,NULL,1234,เจ้าของกิจการ
88901892,soda,thirtythree,soda thirty three,,2024-01-23 16:27:39,2024-01-23 16:28:20,NULL,1999,695af5c5064c81c0b640e61267feda806151c5e7d39ee82a6d719965a9032e6c,NULL,NULL,0111111111,male,SME,2222222222222,1,NULL,7,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 16:27:39,NULL,2,เจ้าของกิจการ
88901893,หมา,ดำ,หมาหัน,,2024-01-23 16:37:13,2024-01-24 10:17:13,NULL,2000,fdbf9cc408e01971dadb11c5b0fc249f81f8660ff0863bd20f96fd42f7dba849,NULL,NULL,0123123123,female,SME,2342349238492,1,NULL,4,MEMBER,1,NULL,,0,0,0,SME,2024-01-23 16:37:13,NULL,-,เจ้าของกิจการ
88901894,nana,fifteen,nana fifteen,,2024-01-24 09:33:55,2024-01-24 13:33:48,NULL,2001,733308081d307b7b84c8d26d20cb241e6ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,0987621234567,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 09:33:55,NULL,,เจ้าของกิจการ
88901895,ต้น,มาแว้ว,ต้น จำกัด,,2024-01-24 13:18:17,2024-01-24 16:19:11,NULL,2002,caf947da12459f0b1dad365f0836c91c71678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,6,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 13:18:17,NULL,,เจ้าของกิจการ
88901896,pornpavit,plus one hundred twenty nine,pornpavit plus one hundred twenty nine,,2024-01-24 13:24:59,2024-02-22 13:20:15,NULL,2003,43a28238f514dcf9b1de91d7a7fd752b6ac4782832dd763f97198f8431a15c78,4,NULL,0899999999,male,SME,1234567890123,2,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 13:24:59,NULL,lineID,พนักงานบริษัท
88901897,เจโรม,บวกแปดแปด,เจโรมบวกแปดแปด,,2024-01-24 14:12:05,2024-01-24 14:43:18,NULL,2004,2e9c308390cacd741c5a5df9f0c99f176ac4782832dd763f97198f8431a15c78,NULL,NULL,1121232321,male,SME,1212323423423,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 14:12:05,NULL,122323,เจ้าของกิจการ
88901898,เจโรม,แปดเก้า,เจโรมแปดเก้า,,2024-01-24 14:29:36,2024-01-24 14:30:46,NULL,2005,733c57b220827c2952c00ceca8050b726ac4782832dd763f97198f8431a15c78,1,NULL,1234123123,male,SME,1212212121212,1,NULL,6,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 14:29:36,NULL,1234,พนักงานบริษัท
88901899,nana,eighteen,nana eighteen,,2024-01-24 14:56:17,2024-01-24 17:16:17,NULL,2006,967217ea96666c598e8013860cb175d06ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,,2,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 14:56:17,NULL,,เจ้าของกิจการ
88901900,nana,twentyone,nana twentyone,,2024-01-24 16:07:32,2024-02-06 16:43:44,NULL,2007,55cbce2b7dc457c18d29cabe3251b6c56ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,,2,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 16:07:32,NULL,,เจ้าของกิจการ
88901901,ต้น,มาครับ,หวังเเจ๊ง,,2024-01-24 16:23:55,2024-01-26 13:32:10,NULL,2008,4c6c2b277f8364b0934449f9f72dc83871678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,4,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 16:23:55,NULL,,เจ้าของกิจการ
88901902,สะรา,มีผล,สวยงาม,,2024-01-24 16:29:48,2024-02-27 10:10:59,NULL,2009,4972f6e412beaaf1f5a951d829b6f2ce71678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 16:29:48,NULL,,เจ้าของกิจการ
88901903,ต้น,ต้น,mfmfmfmm,,2024-01-24 16:32:39,2024-01-24 16:33:33,NULL,2010,2b63c07de9e7b5733d69ef7e01fe52ed71678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 16:32:39,NULL,,เจ้าของกิจการ
88901904,sara,mee,krab7,,2024-01-24 16:35:57,2024-01-24 16:37:24,NULL,2011,2587bef694961c7d4468ba3a3a7a114c71678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,5,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 16:35:57,NULL,,เจ้าของกิจการ
88901905,nana,twentythree,nana twentythree,,2024-01-24 16:38:14,2024-02-06 16:44:41,NULL,2012,31140d3ca44550028da8621e6aa8f3fe6ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,,2,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 16:38:14,NULL,,เจ้าของกิจการ
88901906,Korn,Sandy,HelloToday,,2024-01-24 16:40:41,NULL,NULL,2013,42dfab683c47f694e74c56605de3a29e7b1b51eb8f4be662d5f57e39707ab9b3,1,NULL,0989479999,male,SME,4844940400400,1,NULL,4,MEMBER,1,NULL,,0,0,0,NULL,2024-01-24 16:40:41,NULL,xoxo,พนักงานบริษัท
88901907,hello,World,helloToday,,2024-01-24 16:47:18,2024-01-24 16:48:05,NULL,2014,18d1a633728bd78920ddf7d5811ea1da7b1b51eb8f4be662d5f57e39707ab9b3,NULL,NULL,8404040404,male,SME,4343525325234,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 16:47:18,NULL,hihello,เจ้าของกิจการ
88901908,Hello,Wednesday,Hello,,2024-01-24 16:51:46,2024-01-24 16:52:15,NULL,2015,5c8ab6418464f21021968346fa82caeb7b1b51eb8f4be662d5f57e39707ab9b3,2,NULL,9399030030,male,SME,4848449949040,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 16:51:46,NULL,hello,พนักงานบริษัท
88901909,เจโรม,บวกสิบ,เจโรมบวกสิบ,,2024-01-24 16:53:02,2024-02-13 16:34:51,NULL,2016,959b7fa015f5a61633e37166c7e8c7666ac4782832dd763f97198f8431a15c78,NULL,NULL,0000000000,male,SME,1231231231231,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 16:53:02,NULL,123,เจ้าของกิจการ
88901910,hello,jumujaj,dhe;;adf,,2024-01-24 17:06:24,NULL,NULL,2017,ef6b048df7df71118f69437b9590ef517b1b51eb8f4be662d5f57e39707ab9b3,1,NULL,3930040384,male,SME,7494904044045,1,NULL,2,MEMBER,1,NULL,,0,0,0,NULL,2024-01-24 17:06:24,NULL,kkl,พนักงานบริษัท
88901911,TEST,DATA,ทดสอบ จำกัด,,2024-01-24 17:08:13,2024-01-24 17:09:22,NULL,2018,75d882485fdeec8daf983d1647aaaa4e68f7b1b758b12a2e0362ba8a86fa8b2e,NULL,NULL,0899999999,male,SME,1234567890123,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 17:08:13,NULL,LineID,เจ้าของกิจการ
88901912,TEST,DATA,ทดสอบ จำกัด,,2024-01-24 17:12:32,2024-01-24 17:25:16,NULL,2019,5459f776dc404f04fd8f346fe47d85f1afc01aa14338c1c078d80564e3061dfd,NULL,NULL,0899999999,male,SME,1234567890123,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 17:12:32,NULL,LineID,เจ้าของกิจการ
88901913,ton,soda,9hoh9oh9oh,,2024-01-24 17:48:45,2024-01-24 17:53:44,NULL,2020,d901e054a91e195fb945576738a0032b71678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 17:48:45,NULL,,เจ้าของกิจการ
88901914,ton,ny,yoyo,,2024-01-24 17:55:41,2024-01-24 17:56:33,NULL,2021,6cf98660326fdb1c8547c8e2a95e518471678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-24 17:55:41,NULL,,เจ้าของกิจการ
88901915,Chattrin,Rodbouthong,Domozzz Coporation,,2024-01-25 10:00:45,2024-01-25 10:10:06,NULL,2022,b2982db1595808260760e883082ac1456ac4782832dd763f97198f8431a15c78,5,NULL,,male,SME,,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-25 10:00:45,NULL,,พนักงานบริษัท
88901916,Papapap,Sarararar,OOOOOooooo,,2024-01-25 12:47:04,2024-04-29 10:12:40,NULL,2023,1cd3f90560326ef570f7fa064eceb3fd987e0476511704d60ae92126adf55437,NULL,NULL,,prefer_not_to_say,SME,,2,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-25 12:47:04,NULL,,เจ้าของกิจการ
88901917,Chattrin,Rodbouthong,Domozzz Coporation,,2024-01-25 16:04:08,2024-01-25 17:22:14,NULL,2024,ed290e7af10ec549f14989353c9ff4976ac4782832dd763f97198f8431a15c78,1,NULL,,male,SME,,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-25 16:04:08,NULL,,พนักงานบริษัท
88901918,hello,jdl,dfkasj,,2024-01-25 16:20:39,2024-01-25 16:22:17,NULL,2025,dbd83f630927e29d1e24f5f1095739927b1b51eb8f4be662d5f57e39707ab9b3,NULL,NULL,9390384039,male,SME,4894854985883,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-25 16:20:39,NULL,lkdlf;fmklsakldkkmsaf,เจ้าของกิจการ
88901919,pornpavit,plus one hundred thirty one,pornpavit plus one hundred thirty one,,2024-01-25 17:04:51,2024-04-22 04:09:05,NULL,2026,0727a1cdf8afa7befb87e9d7a1928acc6ac4782832dd763f97198f8431a15c78,NULL,NULL,0899999999,male,SME,1234567890123,3,NULL,7,MEMBER,1,NULL,,0,0,0,SME,2024-01-25 17:04:51,NULL,LineID,เจ้าของกิจการ
88901920,Hello,Worlddf,djkfas,,2024-01-25 17:22:16,2024-01-25 17:22:38,NULL,2027,87d5134d4aefe26ca6a774eb508c1be77b1b51eb8f4be662d5f57e39707ab9b3,NULL,NULL,0383938383,male,SME,3738377373773,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-25 17:22:16,NULL,dkljfaskf,เจ้าของกิจการ
88901921,Chattrin,Rodbouthong,Domozzz Coporation,,2024-01-25 17:39:52,2024-01-25 17:40:35,NULL,2028,2dabc444ace8435d5bedc03791c4d1296ac4782832dd763f97198f8431a15c78,NULL,NULL,,male,SME,,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-25 17:39:52,NULL,,เจ้าของกิจการ
88901922,ต้นนนนนน,ครับบบบบบ,asia,,2024-01-26 09:57:02,2024-01-26 09:58:30,NULL,2029,8e2de26681209c851cc96ef9c4a9cdd071678eab89437f78523dea447e38777f,NULL,NULL,,male,SME,,1,NULL,5,MEMBER,1,NULL,,0,0,0,SME,2024-01-26 09:57:02,NULL,,เจ้าของกิจการ
88901923,nana,twentyfive,nana twentyfive,,2024-01-26 10:57:26,2024-02-02 14:45:44,NULL,2030,0ff3c24c8be4d8b510fce59e6cfaa34e6ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,,2,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-26 10:57:26,NULL,,เจ้าของกิจการ
88901924,Wasin,Wachirapusitanun,Starbucks Thailand,,2024-01-26 11:55:43,2024-02-19 10:02:53,NULL,2031,0aad794eac66bd55ff9cb7a950a3e47c0dd7cd453e1b8727e685fa9cbaf973b6,NULL,NULL,0888888888,male,SME,1234567890123,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-26 11:55:43,NULL,,เจ้าของกิจการ
88901925,Brogan,Sawyer,Meta Thailand,,2024-01-26 14:03:22,2024-01-26 14:04:57,NULL,2032,0aad794eac66bd55ff9cb7a950a3e47c9efe4de055e2f0166eff4965445b6b36,NULL,NULL,0888888888,male,SME,1234567890123,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-01-26 14:03:22,NULL,,เจ้าของกิจการ
88901926,pornpavit,plus one hundred thirty three,pornpavit plus one hundred thirty three,,2024-01-31 11:39:37,2024-02-20 13:28:47,NULL,2033,5b2c2eb2d2df792644c5688a0c195e366ac4782832dd763f97198f8431a15c78,NULL,NULL,0877777777,male,SME,1234567890123,1,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-01-31 11:39:37,NULL,LineID,เจ้าของกิจการ
88901927,Chanachai,Puttaruksa,บริษัท ทดสอบเทสเตอร์ จำกัด,,2024-01-31 14:22:32,2024-02-22 11:32:19,NULL,2034,6df2eabbd8f08e51370b589fc96de8d694dabd150c2f104a4557f0772f2ce392,NULL,NULL,0949491385,prefer_not_to_say,SME,1234567890123,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-31 14:22:32,NULL,,เจ้าของกิจการ
88901928,nana,twentyeight,nana twentyeight,,2024-01-31 14:59:58,2024-02-08 15:10:22,NULL,2035,dc4262743d686c8dc33b61c10c2ae3dc6ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-31 14:59:58,NULL,,เจ้าของกิจการ
88901929,pornpavit,plus one hundred thirty five,pornpavit ,,2024-01-31 15:58:25,2024-04-30 06:40:02,NULL,2036,a2f45576cf14085e0a536a2295d0e5796ac4782832dd763f97198f8431a15c78,5,NULL,0877777777,male,SME,1234567890123,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-01-31 15:58:25,NULL,LineID,พนักงานบริษัท
88901930,nana,thirtyone,NanoTech,,2024-01-31 17:05:38,2024-02-07 16:31:31,NULL,2037,f75a0f0ba6bfeb7098457d92728a2a996ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-01-31 17:05:38,NULL,,เจ้าของกิจการ
88901931,test,byKhingNoi,testByKhingNoi,,2024-02-01 10:54:04,2024-02-01 11:02:16,NULL,2038,e2469fc01557479234809d19bef882bf81f8660ff0863bd20f96fd42f7dba849,NULL,NULL,0888888888,male,SME,8888888888888,2,NULL,3,MEMBER,1,NULL,,0,0,0,SME,2024-02-01 10:54:04,NULL,-,เจ้าของกิจการ
88901932,nana,thirtyfour,nana thirtyfour,,2024-02-01 14:34:13,2024-02-08 10:10:35,NULL,2039,c5debcd502118cea880ea8d53001073f6ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-02-01 14:34:13,NULL,,เจ้าของกิจการ
88901933,nana,thirtyseven,nana thirtyseven,,2024-02-01 14:49:00,2024-02-14 10:48:35,NULL,2040,613744ab1ec334a1a68de3f4d480b7276ac4782832dd763f97198f8431a15c78,NULL,NULL,,female,SME,,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-02-01 14:49:00,NULL,,เจ้าของกิจการ
88901934,testby,khingOne,testByKhingNoiOne,,2024-02-01 15:50:13,2024-02-16 11:20:02,NULL,2041,5a0ed73fc0c70bb0af579d12bb376842ca9322bb67295e41bddf11ee10ec9702,NULL,NULL,0999999999,male,SME,8888888888888,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-02-01 15:50:13,NULL,-,เจ้าของกิจการ
88901935,Nattkron,kingchai,Paxcompany,,2024-02-02 10:14:06,2024-02-16 11:29:27,NULL,2042,3179eeab6dd600c724ea7a70abfca01b283f69bf98ad4aaabdac38ab23e85c75,5,NULL,0988793057,male,SME,1111111111111,1,NULL,5,MEMBER,1,NULL,,0,0,0,SME,2024-02-02 10:14:06,NULL,paxpaxpax_pax,พนักงานบริษัท
88901936,mark,rock,yummy,,2024-02-05 09:56:01,NULL,NULL,2043,4b531520e5bd0b8000f7fa6d2dc0dcf2dda840c871249d4b955b666eb1acb9a9,NULL,NULL,0935157379,male,SME,8997987987987,1,NULL,1,MEMBER,1,NULL,,0,0,0,NULL,2024-02-05 09:56:01,NULL,,เจ้าของกิจการ
88901937,kunkao,kaoka,odds,,2024-02-06 10:11:55,NULL,NULL,2044,33f1f1983ec2ae8df13f33a199fcf61a283f69bf98ad4aaabdac38ab23e85c75,5,NULL,0948985821,prefer_not_to_say,SME,8974850802998,1,NULL,8,MEMBER,1,NULL,,0,0,0,NULL,2024-02-06 10:11:55,NULL,,พนักงานบริษัท
88901938,kunkao,kaokao,kakuka,,2024-02-06 10:18:26,2024-02-23 11:00:31,NULL,2045,2a45e4c403b75c6baf4ac33e4a6b1d0481f8660ff0863bd20f96fd42f7dba849,5,NULL,0948985821,female,SME,9090909090909,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-02-06 10:18:26,NULL,,พนักงานบริษัท
88901942,rurouru,fjeiljwlwjf,kofwkfo;wk,,2024-02-06 11:00:28,NULL,NULL,2049,addb6e1d53590bb16be41d50437f6855815f166308b57a333eb8ecd7a98bb53c,1,NULL,,prefer_not_to_say,SME,,2,NULL,4,MEMBER,1,NULL,,0,0,0,NULL,2024-02-06 11:00:28,NULL,,พนักงานบริษัท
88901952,wq,qqq,mk,,2024-02-06 11:55:18,NULL,NULL,2059,403b762e445164a6d82b9788a53c056d,1,NULL,1213223232,male,SME,1234321234565,1,NULL,1,MEMBER,1,NULL,,0,0,0,NULL,2024-02-06 11:55:18,NULL,,พนักงานบริษัท
88901957,ki,ng,420,,2024-02-06 14:09:03,2024-05-03 07:32:16,NULL,2064,96b58de2f96ebec94c9b5e6b15a65189ca9322bb67295e41bddf11ee10ec9702,NULL,NULL,1234321234,male,SME,1234565432123,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-02-06 14:09:03,NULL,king1234,เจ้าของกิจการ
88901958,Chattrin,Rodbouthong,Domozzz Coporation,,2024-02-06 14:25:08,NULL,NULL,2065,d4796653a1ca3c92d08c6b9915977d2eca9322bb67295e41bddf11ee10ec9702,NULL,NULL,0887602677,male,SME,,1,NULL,3,MEMBER,1,NULL,,0,0,0,NULL,2024-02-06 14:25:08,NULL,,เจ้าของกิจการ
88901959,faewfaewfa,fweafawef,no company,,2024-02-06 14:28:13,2024-02-12 18:02:52,NULL,2066,89f7447f6f4d8103b7c65167bd791c2fede79b50b38f9cfe86cabcd6e46c4a8e,NULL,NULL,0910356938,male,SME,,1,NULL,1,MEMBER,1,NULL,,0,0,0,SME,2024-02-06 14:28:13,NULL,,เจ้าของกิจการ
88901960,Nuchcha,Boonyato,kjk,,2024-02-06 14:54:31,2024-05-03 06:59:38,NULL,2067,bf1671f38197486763c89925192dbc380fbac2c5d12f210b6b4f8708e7972cb4,NULL,NULL,0980892893,prefer_not_to_say,SME,0193019391230,1,NULL,2,MEMBER,1,NULL,,0,0,0,SME,2024-02-06 14:54:31,NULL,Pulseeiei,เจ้าของกิจการ
88901961,Nuchcha,Boonyato,O,,2024-02-06 15:42:30,2024-05-03 06:50:34,NULL,2068,bf1671f38197486763c89925192dbc389ac2cd492e210f87db14efde9c2b9d74,NULL,NULL,0873702389,male,SME,0998909832301,1,NULL,8,MEMBER,1,NULL,,0,0,0,SME,2024-02-06 15:42:30,NULL,-,เจ้าของกิจการ
88901962,lao,lan,odds,,2024-02-06 15:47:50,NULL,NULL,2069,ff22ebfbee1288340f70d79dba857a446151c5e7d39ee82a6d719965a9032e6c,5,NULL,0948985821,male,SME,0987654323456,1,NULL,8,MEMBER,1,NULL,,0,0,0,NULL,2024-02-06 15:47:50,NULL,,พนักงานบริษัท
88901963,kao,korn,odds,,2024-02-06 15:52:02,NULL,NULL,2070,51fbbc7b80c14e354efb472155cafbad,5,NULL,0948985821,male,SME,0987654324567,1,NULL,8,MEMBER,1,NULL,,0,0,0,NULL,2024-02-06 15:52:02,NULL,,พนักงานบริษัท
